gene_or_protein,study_bias_score
DYNC1H1,92
TMEM268,3
IFNA4,10
TLN1,41
MFSD8,21
KLHL41,12
ZNF502,1
TMPRSS11D,1
SLC24A5,3
RASGEF1B,5
LCA5,117
MSRA,10
TEX33,17
ARHGEF12,14
MAP2K7,31
PIKFYVE,4
PRSS23,36
GOT1,9
CDH17,1
VASN,86
PHF23,14
MMUT,9
SLC35F2,11
GEM,138
VPS35L,13
SYCP3,6
PLAGL2,41
CHMP2B,27
JAG2,14
CABP1,4
MAGEH1,10
RIPPLY1,41
ZNF580,20
SPRTN,10
IL31RA,24
ITLN1,7
RHBDF2,7
IGSF6,6
TET3,23
SLC2A4,4
MARCHF6,14
RUBCN,19
CLINT1,72
ALG10B,5
IDH1,6
ZNF292,10
TBC1D2B,19
FEZ2,8
LPIN2,2
THAP4,50
CTC1,16
WNT3A,17
RAPGEF2,32
NOL4L,4
SART1,36
SBDS,12
IDH2,18
FBXW5,41
SAMD9,5
RIF1,143
FBXO22,12
DSTYK,36
PGM2L1,5
LRRC6,14
AIG1,51
SETD9,4
UBALD1,3
IQCB1,209
TNIP3,36
ARHGAP44,12
YY1AP1,22
SMDT1,5
VDAC1,1
UBE2F,9
LGALS13,12
RALGAPA2,6
IFNL2,1
CMTM8,2
PCMT1,76
CRIP2,16
SYDE2,6
DOCK6,17
PRR36,4
FLT1,22
GAGE7,1
ANGPTL4,23
NUDT21,101
COASY,19
ABHD5,29
MOCS1,10
MAD2L1,57
LSM1,30
CLEC4G,27
P2RX6,3
MYBPC2,32
ADNP2,5
SH3PXD2A,18
TRIM36,16
CRYGC,7
MTX3,27
NANOG,1
NME2,84
UNKL,28
DCDC2B,18
STARD7,26
STK39,17
TNFAIP6,25
AKAIN1,1
CTTN,52
ZNF93,1
TMEM65,35
CAPNS1,22
KALRN,16
ZNF425,1
GDF1,1
PARK7,108
POLL,38
KCNN2,2
CTSL,15
HOGA1,15
TROAP,34
TRAM1,9
TSFM,37
ID2,47
TEX29,35
CRACR2A,37
SIVA1,14
TRAPPC2L,36
NTF4,5
ANKS1A,25
IQSEC1,16
PYGB,23
NDUFAF2,25
KIAA0319L,25
GJC3,2
GOLGA7B,7
AQP8,6
PSMF1,46
RPUSD4,11
TSR3,22
IFNGR2,33
GNB3,9
B3GNT5,1
CLEC7A,46
LIPH,24
GAGE12C,1
IPP,11
ZCCHC7,23
ATP5PD,55
BACH1,38
RLIM,14
VAPB,138
ZNF358,4
DYRK1B,55
CACNA1C,9
KCNK1,8
SH3KBP1,78
BICRAL,25
RNF165,12
CFAP157,1
DNTTIP1,26
GLS2,2
SLX4,151
NR5A1,35
CDC42,163
ALKBH5,5
LLGL1,38
CREG1,3
PRKRIP1,7
TMEM52B,91
CGRRF1,52
LMF2,24
PILRB,1
CCDC39,1
AFMID,4
MARS1,46
PMAIP1,10
ZNF146,15
NCK2,186
ZNF497,36
HOXA13,2
SLC9A9,2
FABP5,18
MRPS7,57
MED23,143
UHMK1,10
LDHAL6A,8
CD58,9
SSNA1,22
ARIH1,78
GOLGA1,20
RAD54L2,38
DUSP19,27
PPP1R14C,2
MAP7D3,34
LUC7L2,112
DYNC1I1,39
CHRAC1,8
LRBA,25
NCDN,14
ABLIM3,14
PTRH1,7
UBXN1,67
RBM19,26
CCL2,15
MIS18A,70
BEX4,2
SRP54,16
CYP3A7,1
UPP2,8
SNX15,8
SLC23A1,22
FSIP1,1
DDX47,35
FH,28
NAPRT,7
RBX1,46
RNF31,48
MLH3,43
F2,4
NDUFB5,48
BCL6B,22
HOXB6,9
RUFY4,5
SLC25A24,22
ZBTB47,12
FERD3L,11
ABCF1,27
KRT33A,4
RNASET2,2
MEX3D,4
THEMIS,11
PRG4,2
RAB9A,158
CMTM3,23
TSPYL2,51
EXT2,24
RAD18,57
LIN28A,3
TXLNB,78
MARCHF8,6
P2RY4,1
ODC1,17
VPS35,32
ITGA8,12
CABLES1,7
ASIC4,41
MICALL2,14
DNAJB8,8
C1orf35,53
TRIM33,68
C2CD2,4
CGN,25
SACS,15
NPM3,14
TACC3,71
GDF3,3
ACTN2,79
GPHB5,8
INTS11,44
HRNR,26
SMARCC2,69
SESN3,5
SRSF6,34
CCNB1IP1,12
BTBD11,1
TEAD3,13
RPL3L,3
FRMD6,52
KHNYN,10
MRPS11,79
ZNF285,3
PLBD2,7
ANP32A,18
CAST,21
GPR55,2
RAD21,41
COQ10A,6
NCAM1,21
NRSN2,8
NEXN,38
UBTFL1,25
SLC39A2,51
NUSAP1,17
GNA12,5
ATP6V1G2,8
CSMD2,7
KATNAL2,44
ZNF184,12
SYT12,14
RGS22,1
GALNT10,1
PHF1,72
ZBTB38,31
PEX16,35
NCAPD2,32
TIGD5,40
ZMAT1,3
ZNF346,15
LIN54,47
ENPP6,29
ITSN1,52
MTO1,23
GSTZ1,18
TGM2,34
FCER1G,6
FGL1,60
ELOC,66
PSMA6,76
C1orf122,8
ECM1,52
KPNA2,82
PPP1R13B,86
TTC4,29
MS4A13,60
RPH3AL,11
SLC30A8,74
ITGA7,24
ABCC5,5
IRAK1,64
GCN1,53
TJAP1,17
KHDRBS1,88
AK6,14
CNNM3,69
URM1,25
EPN2,43
RBM7,55
HPN,3
A2ML1,24
GALNT15,16
SPATS1,6
ACSF3,17
KLHDC7B,23
LIG4,8
SLC26A6,33
DAPK2,9
ZNF599,8
PRR12,6
ADAM2,7
APOBEC1,8
BNIP2,45
L3MBTL1,86
ARHGEF18,3
ZNF433,6
RAB1A,54
E2F6,51
GLTP,5
ALG10,20
PRDX4,28
SLC26A11,2
ZNF786,12
PPARA,14
ROCK2,20
FN3K,1
PLEKHM3,5
SNCAIP,16
ADGRV1,20
KLHL42,51
TAS2R19,7
CCL24,5
FGL2,12
MAP3K3,162
GLIPR2,2
UHRF1,25
NFAT5,5
BMX,19
RPP30,28
INTS13,11
TMEM115,16
CYREN,4
SLC35G1,6
SPHK1,56
CFAP97,35
PPM1B,48
AAAS,14
GPN2,7
SLC10A6,142
TMEM30B,84
PDAP1,15
TSPAN1,2
NSF,56
CNFN,16
DUSP1,9
USP17L7,3
USP44,11
RIMS1,6
EXOSC4,62
C19orf44,14
FAT2,1
STX5,80
FIZ1,3
TMEM168,4
ANGPTL8,1
COL15A1,2
MAGED1,153
NDUFA4L2,17
NR0B2,12
MED29,93
TIAF1,4
WDR89,7
CCDC58,15
KRTAP10-6,69
S100A5,1
FAM118B,49
KDM6B,5
FTSJ1,111
PSMD13,60
APOC1,28
ATP13A2,61
CMTM2,10
ASRGL1,6
CHST13,1
UMPS,23
SKIL,80
TNK2,38
LAMA3,14
KCNG1,3
ASPSCR1,32
NPSR1,16
SPATS2,20
TRMT1,29
DCT,8
DMAC1,1
SOX2,24
RASSF5,39
NAGPA,11
ACTL8,13
KCNQ5,5
GLYR1,55
PCOLCE,16
MPEG1,2
TTR,50
TUBB2A,75
CNN1,10
GGTLC1,1
TRIM9,41
OPHN1,1
TRIR,10
SPI1,7
BCL7C,62
DCLRE1C,21
TTC32,9
CHRM2,14
CYP2J2,1
ZNF629,25
PRDX3,58
NRBP2,5
CHST9,3
HECW1,8
NETO2,25
SVIP,11
LIN9,29
YJEFN3,1
ADAM30,12
PCSK5,73
CEP170B,20
MLANA,4
PEMT,2
HNRNPM,91
ADAT3,5
SH2D2A,32
TET2,13
ANKS1B,16
SRPK3,57
CPLX3,17
POP7,24
THEM6,16
RPL37A,128
SMTN,12
TMEM131,18
RSU1,11
HBZ,28
PRSS12,3
PHF2,2
C6orf141,75
RTF1,14
SNX32,16
LGALS1,44
RABL3,28
COX5B,55
KRT17,20
TRMT10C,44
SLC38A6,1
RPL35A,38
ARHGEF10,5
NLRC3,2
RAB3GAP2,9
GLOD4,7
KLC2,52
ASPG,11
PARP9,2
CHAF1B,27
CHIA,16
BCAP31,42
CTSG,16
TAL2,1
ABHD11,42
NEFH,15
NBPF15,4
TENM2,6
TPM2,81
GALNT3,5
RECQL4,16
NDFIP1,29
MRPS18B,51
RASGRP3,4
SLC17A5,1
BTG1,10
GRHL3,7
CAMKK2,24
RAB40A,6
COL12A1,5
SNORC,22
SLC25A46,32
ODF2L,17
INPPL1,43
INPP5E,6
MEX3C,71
CEP83,28
TCF21,5
ALDH4A1,6
PEPD,6
CAVIN1,69
UBE2G2,23
RNASEH2A,31
ZNF320,2
KRT81,25
C16orf71,24
PIGP,18
XAF1,14
ZNHIT6,24
IRF3,44
TMEM196,3
FOXO3,45
IFIH1,28
KLRG1,7
SPINT1,21
ZCCHC8,33
IGSF3,10
HELZ2,6
SLC20A1,18
HHEX,20
SCO1,113
KCNG4,3
DTX4,1
RGL1,3
RAB3IL1,34
CAP2,24
RNF214,5
GALNT1,4
YIF1A,79
ATP6AP2,113
PGLYRP2,1
CLEC18A,11
MMD,19
UPRT,15
LRRC3B,6
ARRB2,320
PEAK1,27
CDS2,27
GTPBP6,4
RGS8,8
IFNA10,3
CIB4,8
MIF,40
ZSWIM2,6
DCLK3,8
DUSP8,3
NCF2,16
DQX1,13
CDC42BPG,6
OCIAD1,91
SIRPA,6
OSBPL1A,14
CACNG2,12
NKRF,34
KRTAP5-3,39
PRR11,63
CHID1,1
ATP2B2,105
CTRL,7
JMJD7,13
LRP2,30
TKFC,7
GCLM,19
ADIPOR1,20
RIBC2,6
FAM120C,8
CHST11,3
PAPPA,5
CCL22,29
ANKRD26,14
GSTA1,6
PLXNA4,3
SCEL,12
RMDN3,40
MPZL1,37
LCE2B,61
KIR2DL4,6
REPS1,36
RFC1,34
HEXB,7
CYP4F11,1
UPK2,30
CDH5,76
LCA5L,17
THUMPD3,23
EDN1,5
FAM78A,1
EPHX1,15
FAM98B,15
SLC16A2,3
AFF3,3
SUN2,78
HYPK,9
A4GALT,4
LMNB1,52
RSPO2,13
TRIM24,38
NACC2,1
TMBIM1,11
CBLIF,8
LAMB2,26
MYO9B,22
PRCP,3
GCDH,21
ESRRG,44
ETAA1,4
CISD3,90
NSL1,18
IGFBP2,2
SGSM3,5
POLR1C,148
P2RY1,8
CHTF8,6
NOA1,32
KRTAP19-6,63
NTNG1,4
PJA2,22
MICOS10,3
SPATA12,10
GID4,27
HOXC4,18
ONECUT3,3
NBEAL2,132
ADAMTS13,2
KLHL8,28
ANO2,2
BTLA,1
MAST2,18
SGPP1,23
ZNF57,12
SLC51A,7
MARF1,12
MYO3B,4
SRF,8
CASC3,44
ARL8B,26
FMNL3,4
EIF4EBP1,19
CCM2,16
NADK2,3
FREM1,1
CLPB,51
ZNF593,18
MTHFR,21
GCC1,64
UBE2B,22
OGFRL1,1
RSPH10B,2
OR5F1,8
SLIT1,15
PCDHGB5,2
TBCC,1
CYTB,7
ELAVL3,7
PDLIM3,12
PLAGL1,3
MRPL13,47
TDRKH,15
AGR3,32
C16orf46,1
EEF1AKMT1,6
BNIP1,39
PCID2,19
RBM14,80
SLC9A3R1,33
IFNA17,6
NDUFAF3,40
SLC38A7,63
ZNF518A,25
IL36A,12
HAAO,4
ABHD15,13
TUBGCP4,49
CCP110,52
COBL,31
KNL1,33
PPP1R27,10
UTP20,19
SGCZ,12
CPLANE2,4
BCL2L12,4
GALNT8,1
SLC17A2,50
METAP1,17
TENT5A,47
CNN3,13
CCDC83,8
POTEI,31
VPREB1,1
PPA1,20
RASL12,3
PJA1,23
PDPN,5
RING1,69
RFX2,11
SEPTIN3,39
VRK3,19
AQP6,288
FBL,285
PLPP7,1
TNR,11
PFN1,40
CACNG1,16
ATP6V0E2,1
CCDC127,3
PADI1,3
CARD18,1
SLC17A8,4
SERPINB7,12
DNAH10,2
ASAP1,31
DNAJC5,17
CNTNAP2,12
ABCA10,2
PRX,5
DNM1,42
PIP4P2,10
PLCXD2,1
DNAH14,9
AKR1B1,19
CCDC150,7
PIK3AP1,5
TMEM243,41
VAMP5,123
MAP3K7CL,8
ARID3C,4
SPICE1,148
WNK2,8
CCDC114,7
ZMAT5,35
CLDN5,36
OTULINL,10
TBC1D3H,1
KIF26B,12
XIRP1,3
U2AF2,115
PCM1,246
AAGAB,19
GPX4,11
EDC4,36
LIMS1,56
GIGYF2,27
PRSS8,3
LDHAL6B,10
SPACA1,69
VPS29,28
FBXW2,20
SPTLC3,4
DDX50,33
TGDS,6
PLEKHA7,606
ARF1,31
CNTN3,2
C16orf91,1
CABP2,33
CBX7,29
CSNK1G3,30
RBFA,38
KRTAP4-2,110
OVOL2,1
SCN3A,3
CST5,7
ARL1,23
DSP,82
PLEKHB1,11
IL5RA,5
UBA5,68
MAN2A2,25
CLCNKA,23
CT45A10,6
KAT8,12
EIF3F,83
GAL,11
DERL1,31
RHOXF2,64
SLC5A5,10
REPIN1,20
RHOF,7
THNSL2,3
ITGAL,6
KHK,17
NOSTRIN,11
IGSF11,3
RPS7,47
FAM222A,7
FSD1,40
SMC1A,90
KRT35,89
IDO2,11
MRPS2,39
NSDHL,19
TNFSF8,38
LMNB2,44
PTP4A1,22
BMP15,5
PIGN,9
DMTN,15
PPP1R3E,1
PCED1A,7
DTWD2,6
C6,7
HARBI1,1
RIOX2,19
USP53,22
ZNF627,8
CLK4,14
CDK14,20
HDAC10,23
OIT3,11
LMBRD1,3
TRAPPC3L,1
C11orf24,11
ASCL4,8
TMEM40,1
LCE2A,41
DPP3,5
NPC1,10
AKAP6,13
GRXCR1,9
TAF2,15
ACD,35
RRAS,27
NUDT6,10
CHAC2,3
PODN,8
LYPLA1,14
PODXL2,12
RPL37,12
TTC12,5
CCNC,87
MACROH2A1,53
KLF15,25
AFM,19
CEP97,48
PAPOLA,12
ARID1A,28
TOP2A,47
GGT1,1
MAP7D1,45
SAAL1,24
POMC,22
PDE7A,3
RAET1L,3
CCDC43,7
OASL,105
LTB,1
CNBP,139
SIPA1L1,29
ZCCHC12,23
ANGPTL3,7
GPR161,22
THAP7,58
TUSC3,19
ATP2B3,25
LOC102725035,12
LANCL2,16
SMOX,6
ZNF441,8
POTEJ,3
IGFL3,1
ENDOG,20
SAGE1,2
DNAJC27,1
RRP1,34
CD177,98
MGMT,1
MRPL47,67
MYSM1,4
CYP39A1,1
TRPV4,4
CHML,22
PRKCE,9
GNAT1,3
ZNF621,5
PPP1R13L,21
FAM136A,75
PIN4,18
PLCH2,1
HLA-DRA,21
SELP,1
CTSC,11
SKIV2L,17
DBNDD2,3
LYL1,2
CHST10,14
FPR1,3
GAGE1,3
CYP4A11,2
BBS5,18
FAM118A,16
FIGLA,9
ZNF644,42
PPM1K,32
OTX2,34
NPTX2,5
PIH1D1,82
IL18,6
FRMD8,10
FUT3,20
PLPPR1,13
CTSO,3
KIF3A,69
COLEC10,9
MPO,8
TTC30A,25
NELFB,33
MTFMT,4
PHACTR1,2
P3H3,23
IL20RA,33
SPATA4,1
ASB3,39
SP8,1
CLP1,17
CHN2,13
SAG,3
KLK10,14
MTSS1,5
PRR5,23
GYPA,40
RIT2,5
FRYL,25
RTBDN,7
CCDC51,35
ARMH1,1
WDR83OS,2
FANCG,46
S100A4,37
TLE5,345
USP21,25
HSD17B1,2
ANP32E,35
HTR3D,4
BPIFA1,55
LIN52,9
RELL2,37
CCBE1,8
FMO1,6
IWS1,17
SLC50A1,4
AQP12B,2
LETMD1,24
ELP3,24
HBB,43
OVOL1,3
PPP2R2B,180
DEK,25
PSME2,28
DNAJC6,6
CPM,19
TUBG2,22
TFDP2,16
SIAE,31
KYAT3,10
TRMO,28
NEO1,7
CHD8,42
ADD3,31
STK16,90
VIT,2
TMOD3,74
SYT2,26
ZFP3,1
RFC2,39
TRIM74,28
FRA10AC1,30
SLC25A43,5
PLA2G7,2
CYP17A1,7
LRRN4,5
PCDHGA12,1
GPR17,2
UBXN2A,12
LMBRD2,15
NACC1,26
NEUROG3,43
ANAPC11,33
HSD11B1L,1
HNRNPC,97
ECHDC1,9
DPT,4
ZNF479,7
NIFK,77
ERC1,44
GCK,3
SMURF2,71
FANCF,9
KLHL31,1
SECISBP2,6
CTSA,15
RHBDF1,3
NFATC2IP,23
TCF20,29
AGPS,11
AP2B1,72
NR5A2,4
UBAC2,20
TNFRSF14,71
ZNF835,66
CYP4A22,1
RUBCNL,9
C19orf73,3
STAT3,129
GLUD1,37
UHRF1BP1,22
DOK3,35
THRAP3,74
KCNAB1,2
INHA,5
C1orf167,1
SLC44A3,3
PDCD2,12
ZNF775,19
TULP2,26
CEP43,134
HLA-DRB1,24
MORN2,4
PATZ1,84
TRIM52,3
CLCN6,2
ZNF549,2
BRICD5,39
MMACHC,2
ESR2,444
ZNF182,1
SEMA6D,1
AKT2,25
GLIS3,9
CCDC9,24
AGXT,36
DERA,8
UBLCP1,6
PERP,2
H2AC6,4
CMTM5,125
SUV39H1,147
TOE1,52
ZNF48,28
NR4A3,37
LPP,16
AKAP14,15
CPSF3,37
DZIP1,14
CENPF,36
COMMD10,27
LEF1,19
DPEP3,3
CCDC97,19
ARF6,134
MIS18BP1,12
CHD3,124
ZNF432,3
IRGC,15
ESS2,39
CPT1A,17
SNRNP200,97
H3C14,15
ADRA1B,10
CACNA1G,2
LMBR1,33
FAR2,11
TBC1D13,5
ANKRD7,2
UTP6,16
ZNF813,3
PCYOX1,12
ANXA2,76
NDST2,11
IKZF4,13
OFD1,251
ZNF74,2
MAN1A1,11
FSTL4,4
RBPMS2,63
CORO1C,47
BICC1,2
CMIP,6
HYAL4,2
POMK,46
ZDHHC24,17
ATP5PO,87
CFL2,37
CAPN3,31
S100P,18
CLDN10,11
GPBP1L1,46
GLT1D1,3
PRDM11,1
MAP1B,50
CRABP2,12
PCOLCE2,8
ZNF546,2
AQR,38
RFPL2,11
FBXL18,18
SCUBE3,1
AOC2,5
USP6,5
NEK11,6
ULBP2,17
PCDHGC5,1
RIN2,3
TGM4,2
UBFD1,3
ZG16,10
GDF11,15
SBF2,8
FUCA2,28
NSUN7,2
NCF4,4
ATP6,5
S100A8,51
RPL7,82
FOXD4L6,23
ARID5A,119
TMED6,33
MIB1,38
CD200,1
MTNR1A,154
ZNF248,1
ZNF763,2
TIE1,11
SHC2,5
MRGBP,47
CACNA2D1,23
FOXJ3,17
C12orf45,6
SDCBP2,57
GALK1,20
DTNA,25
DSG4,37
IRF2BP1,12
CCDC62,2
H2AZ1,51
SLC27A4,9
TRIM45,8
PGK1,41
ZNF572,59
RPL23A,69
CERKL,9
DRD2,62
HSPB2,103
MTCH1,17
RIC8B,8
GP9,7
UGT1A9,11
TMEM98,10
AKR7A3,11
SIPA1L3,26
ATAD2,10
C1QTNF3,3
PIK3CG,11
GNRHR,4
DEF8,33
KMT2A,46
KLHDC2,47
PMEL,49
SFT2D2,27
CREB1,89
TMEM255A,11
CYP4F8,2
SATB1,32
TRAPPC11,10
TRPC3,5
RGPD3,12
TNFAIP8L3,2
LGALS2,5
RTN4R,9
ATP13A3,15
CD28,4
LRP8,19
FNBP1,18
MAGEF1,6
FAM3B,9
USP27X,2
SNX7,16
UBL4B,5
CHMP5,42
VMA21,48
SIT1,10
B3GALNT2,8
TANC1,10
KCTD14,5
TRIO,16
FDX1,9
FANCM,25
KDM5A,11
ALYREF,116
FCGBP,4
MED31,74
VAMP4,80
NUP153,83
SLIT3,2
CAPZA1,62
ANGPT1,2
SFN,164
TPGS2,10
DDX11,22
ELF2,14
CBLB,39
PILRA,2
CHUK,55
DUSP7,12
PPFIA1,45
SUSD4,35
TOMM20,138
ATP5MG,31
KLF16,17
TSPAN7,20
YKT6,28
L3MBTL3,75
GNA11,8
MNS1,30
CEP57,44
SETSIP,1
MBNL2,5
ANKRD34A,1
STK33,2
TXNIP,21
BHLHA9,11
PPY,1
ALX3,16
TRERF1,4
TMEM87A,19
IFT74,50
ALKBH4,18
MAP3K9,1
SOST,24
HPCA,17
NPHP1,77
STK38L,103
SHLD1,5
ARNTL2,22
SELENOP,1
OOEP,9
PCDHA5,2
GYPB,51
ZNF8,7
S100A9,43
TBX21,4
TAPBP,6
DENND10,21
PSMA5,37
NFIB,5
RBM25,29
RASGRF1,3
NUDT14,13
TRAPPC6B,13
DGKI,1
GSDMA,7
PRR20A,122
SLC51B,4
CDCA4,34
PEA15,13
FCGR2A,25
EXOG,13
MCRIP2,5
CYP4F22,4
PCIF1,11
FXYD3,61
DUX1,6
PPT1,5
LRCH1,12
CASS4,36
VTA1,19
FAM184A,12
MAG,2
GKN2,2
ZHX1,47
GAP43,20
SLC25A40,1
ATP6V1B1,22
NABP2,20
LCE3D,44
PACC1,90
PRDM5,46
ZBTB16,99
NUCB2,10
WDR45B,18
AIFM3,5
PCDHB5,10
AK3,10
GYPC,11
DMRT3,75
KIAA1958,16
SPAG11B,2
CLDND2,25
KRT76,51
RPL39L,1
TTF1,20
RAPGEF5,20
UNC93A,19
TMEM79,39
TRIM47,7
COMP,15
DGCR2,2
SLC23A3,1
JAKMIP3,1
HNRNPD,150
STRA6,4
MIER2,25
CNTRL,160
P2RY14,1
RHOT1,15
XPO4,29
DHFR2,23
FEM1C,12
USP47,70
BLMH,39
CKM,13
RNPEP,1
CNPPD1,5
PQBP1,24
ONECUT1,1
AKAP7,19
SLC41A3,20
NUFIP2,79
RNF113A,16
SMIM3,50
PCGF3,36
H1-4,105
HRK,3
ASB1,4
TRIM8,59
PARD6G,16
MAST3,42
PRKAG3,7
GFI1,13
DNAJC9,27
HINT2,6
C11orf65,9
NUF2,37
IMPDH2,58
MACF1,45
WWC1,42
SYT11,9
CIAO3,7
RABGAP1,34
PSMD8,34
KIFC2,6
PLA1A,2
AGBL2,3
ZFP1,29
NAGK,61
DSG3,2
FKBP3,12
EHMT1,34
AGAP3,15
KRT7,9
INSR,54
PPIC,9
CLVS1,2
PRKCA,34
TBC1D32,6
DENND2A,2
LYPLAL1,7
PTGR1,2
MROH6,1
SYTL3,3
BAK1,25
MEGF8,7
RTN4,66
LCE3B,36
OIP5,148
RHPN2,12
ACTR3B,28
PARM1,1
MYO1C,172
SPATA18,16
AQP10,19
CALN1,9
DDX60L,1
GPATCH11,16
WDR41,22
PRDX1,68
FAM219B,9
TNNI3K,8
ATP6V0E1,25
SUCLG1,17
CSAD,11
FHL1,36
SMUG1,42
CSE1L,47
OAS1,11
CHORDC1,46
CDK20,27
GLYATL3,1
EIF2AK2,72
SAMD1,48
TBC1D10B,3
KRTAP19-2,43
TGS1,32
AMOT,89
GZF1,8
PRMT9,8
TPR,37
ZNF845,3
CD274,33
RRP15,22
NTNG2,4
DPYS,4
ARMC12,7
BCL2L11,42
PRAMEF15,1
COX17,17
TCTN2,271
PCDH8,3
SORT1,132
DIAPH1,33
CCDC6,64
TCHH,5
ATP5PF,55
KRTAP8-1,74
PSMB4,71
ANKRD17,34
ELP6,11
DDR2,11
VAV1,37
FAM50A,5
KLHL18,17
TRIM62,25
CLIP4,31
CCT6A,161
JCHAIN,22
KLRD1,2
BANF1,26
CELSR2,28
RUNX3,12
UHRF1BP1L,15
KLF9,1
MTIF2,37
STK32B,2
LRRC29,7
CCDC151,31
UGT1A4,9
ADAT2,4
DUSP26,12
ADCK5,27
DNAJA4,25
USP30,33
MRPL50,100
GSK3B,235
ERP27,10
FHL5,87
FSD2,91
EDDM3A,1
BANF2,18
CTTNBP2,31
BECN1,104
GABARAPL2,551
CARNMT1,39
N4BP2L2,29
MYDGF,21
CIITA,3
UCHL3,11
SAE1,27
DDX19B,89
MLKL,13
PRKAG2,25
CD74,130
TNPO3,66
PRKD3,8
YBX2,16
FSTL1,41
COX4I1,118
PCARE,5
SYT5,6
MTERF2,7
TPRG1,17
ZBTB18,13
TIGD7,4
IRF8,8
CUL5,350
ABCB5,1
MLN,2
SMYD5,4
PTBP1,58
CAMK1D,13
SMIM8,1
ACE,1
UBE2V1,41
FBXO11,52
GTF2H1,24
ABCF2,27
NMRAL1,2
FAM111B,7
PTCD1,30
TSPYL6,56
RSBN1,46
DDX31,93
CBWD6,3
MFSD6,36
ZDHHC20,3
CCKAR,1
IVL,25
TMEM38A,6
CDC25C,20
VDAC2,52
LRRC61,8
DHRSX,18
COG4,38
GJB7,51
ERICH5,21
S100A16,6
RUFY2,14
H4C9,117
STK25,49
ME2,13
CXCR3,7
MLLT6,35
SLC66A2,23
SLC29A2,18
NUBP2,19
LRP1B,23
FAM217A,2
FN1,451
LY96,5
COP1,45
MLX,36
UBE2A,29
ESR1,1857
KLHL33,13
PAPSS2,6
PPP1R14B,3
AMH,1
SLITRK3,1
BYSL,172
DKK1,10
PLCB2,1
NDC80,77
KIF5C,31
NBPF11,1
KIAA1671,43
MUC5B,9
SCGB2A1,17
MPDZ,30
SLC39A12,69
RASSF1,38
ST3GAL3,5
CES1,10
C10orf88,28
JPH4,59
MOB1A,57
GRB2,739
TYRO3,22
MUC7,20
IL17RC,45
VASH2,5
CEP250,18
DMAC2,1
IL1F10,2
SNRPC,107
ARCN1,34
B9D1,21
INA,33
CFAP410,28
ARHGAP35,7
DDAH1,12
PRIM2,22
MCCC1,28
PTOV1,16
SLC7A5,20
ZNF512B,82
SCRIB,137
GRAP2,66
ARHGDIA,44
POLR2H,21
PML,82
TIMM23,38
ACAT1,27
NAXE,3
MISP,85
C5orf49,4
GNLY,2
LPAR3,53
STMP1,1
ARHGEF9,11
HCK,85
DPH1,18
POLR3K,12
MORN1,1
CT55,43
TRAP1,58
NR2E3,1
ZNF16,37
ZBTB8A,65
COL26A1,2
PXMP4,1
KBTBD6,30
SPDYC,4
CENPT,10
DCAF5,31
VEGFC,3
KCNK12,1
DEFB124,2
ADAP1,10
HLTF,34
ZDHHC7,8
SORBS3,126
POLDIP2,58
TOB2,9
HSF2,64
CAMK2A,65
TEX19,4
MRPL34,30
STAB1,1
SLC37A1,4
NOS1,2
GRAMD1B,20
ATP6V1H,21
IQUB,55
MPL,2
ANKRD13B,4
DEGS1,28
SYT7,3
KRTAP15-1,68
UGDH,13
GABBR2,5
TNKS1BP1,25
CDNF,1
SRSF11,29
FREM2,17
LPAR2,6
WDR88,1
SFXN5,30
DPP4,1
YPEL3,2
ARID3B,14
CCL21,31
GRIN1,4
TTC23,105
NLN,18
SLC22A1,2
PLA2G12A,2
ZNF670,19
ADAMTS1,10
C20orf203,2
PRMT6,100
LCP2,31
ANO9,2
WASHC5,20
ABHD3,3
RAB5A,69
METTL25,4
SLITRK6,1
ZNF256,2
CCR5,10
GMPPA,14
PSD3,2
ATP5MC2,2
EPB41L3,99
TUBB3,237
ZFAND4,2
EPS8L3,2
SLC16A1,29
RBM41,31
SF3B2,71
PTCH1,72
KRT18,56
NUP58,50
SEC16A,157
GSC2,55
ZNF343,20
SRPK2,87
RTN4RL1,4
PAFAH1B2,27
RTTN,2
MAMLD1,1
PREP,14
PDE4A,5
PAPSS1,20
TMED10,44
MZB1,3
UGT1A6,9
FGF16,8
METTL18,7
ZNF783,7
VAMP2,41
NMNAT1,37
TCAF1,44
HDAC6,117
MAP3K11,9
BOLL,36
SLC47A1,28
SLC16A7,17
CDC37,353
EIF3E,72
DLL1,1
ETS2,13
LMNTD2,19
SPAG5,87
SCML1,23
ANKRD22,1
PRKACG,19
LONRF3,12
BMS1,20
PRRC1,10
RPLP0,76
TINF2,73
SRA1,9
SERPING1,6
ZDHHC15,51
MIEF2,26
HOXA9,4
INVS,12
PIH1D2,66
GZMM,1
NDUFS4,45
HOXC5,11
MTDH,28
TNS4,20
U2SURP,38
EMB,12
CHST15,20
PITX1,78
YEATS2,27
LHX9,9
FAM83E,4
MAPT,547
AQP4,4
SETMAR,11
MMP3,8
GSTA3,2
ZNF766,4
PGBD1,27
APOA5,15
NPDC1,30
BCAS2,76
THYN1,6
HAUS6,50
USP31,1
PIGY,2
THSD7A,14
RNF128,6
USP26,2
SRSF9,23
TNS1,9
MGAT5B,1
DUSP14,53
MPRIP,59
RHOD,11
NCAPG,27
CENPX,6
NTAN1,1
SKAP2,11
CYP2C9,8
FASTKD5,18
